/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_033.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_033.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_033.jpg,-0.25,1,0,29.10842
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_104.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_104.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_104.jpg,0,1,0,29.60979
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_178.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_178.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_178.jpg,0,1,0,30.19018
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_249.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_249.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_249.jpg,-0.1,1,0,30.18898
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_318.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_318.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_318.jpg,-0.25,1,0,30.17755
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_387.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_387.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_387.jpg,0,1,0,30.18923
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_458.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_458.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_458.jpg,0,1,0,30.19007
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_529.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_529.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_529.jpg,-0.1,1,0,30.189
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_598.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_598.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_598.jpg,-0.25,1,0,30.17682
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_671.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_671.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_671.jpg,0,1,0,30.19006
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_741.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_741.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_741.jpg,0,1,0,30.19017
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_815.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_815.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_815.jpg,-0.2,1,0,30.18153
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_888.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_888.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_888.jpg,0,1,0,30.19029
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_00_957.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_00_957.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_00_957.jpg,0,1,0,30.18986
/Users/GustavLundberg/Desktop/IMG/center_2018_09_13_13_46_01_025.jpg,/Users/GustavLundberg/Desktop/IMG/left_2018_09_13_13_46_01_025.jpg,/Users/GustavLundberg/Desktop/IMG/right_2018_09_13_13_46_01_025.jpg,0,1,0,30.19016
